Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.00      10/10          srtm_gas_optical_depth_ [9]
[35]     0.6    0.01    0.00      10         srtm_taumol20_ [35]
-----------------------------------------------
                0.01    0.00      10/10          srtm_gas_optical_depth_ [9]
[36]     0.6    0.01    0.00      10         srtm_taumol21_ [36]
-----------------------------------------------
                0.01    0.00      10/10          srtm_gas_optical_depth_ [9]
[37]     0.6    0.01    0.00      10         srtm_taumol23_ [37]
-----------------------------------------------
                0.01    0.00      10/10          srtm_gas_optical_depth_ [9]
[38]     0.6    0.01    0.00      10         srtm_taumol24_ [38]
-----------------------------------------------
                0.01    0.00      10/10          srtm_gas_optical_depth_ [9]
[39]     0.6    0.01    0.00      10         srtm_taumol29_ [39]
-----------------------------------------------
                0.00    0.01       1/1           main [41]
[40]     0.6    0.00    0.01       1         MAIN__ [40]
                0.00    0.01       1/1           __radiation_aerosol_MOD_out_of_physical_bounds [44]
                0.00    0.00       1/1           __radiation_cloud_MOD_out_of_physical_bounds [45]
                0.00    0.00       1/1           __radiation_gas_MOD_out_of_physical_bounds [46]
                0.00    0.00       1/1           __radiation_config_MOD_read_config_from_namelist [196]
                0.00    0.00       1/1           __ecrad_driver_config_MOD_read_config_from_namelist [182]
                0.00    0.00       1/4           __easy_netcdf_MOD_open_netcdf_file [166]
                0.00    0.00       1/4           __easy_netcdf_MOD_transpose_matrices [167]
                0.00    0.00       1/1           __ecrad_driver_read_input_MOD_read_input [183]
                0.00    0.00       1/1           __radiation_interface_MOD_setup_radiation [206]
                0.00    0.00       1/5           __easy_netcdf_MOD_close_netcdf_file [164]
                0.00    0.00       1/1           __radiation_config_MOD_print_config [195]
                0.00    0.00       1/1           __radiation_flux_MOD_allocate_flux_type [197]
                0.00    0.00       1/1           __radiation_interface_MOD_set_gas_units [205]
                0.00    0.00       1/1           __radiation_thermodynamics_MOD_calc_saturation_wrt_liquid [210]
                0.00    0.00       1/1           __radiation_single_level_MOD_out_of_physical_bounds [209]
                0.00    0.00       1/1           __radiation_thermodynamics_MOD_out_of_physical_bounds [211]
                0.00    0.00       1/1           __radiation_flux_MOD_out_of_physical_bounds [198]
                0.00    0.00       1/1           __radiation_save_MOD_save_fluxes [207]
-----------------------------------------------
                                                 <spontaneous>
[41]     0.6    0.00    0.01                 main [41]
                0.00    0.01       1/1           MAIN__ [40]
-----------------------------------------------
                0.01    0.00   10909/10909       __radiation_tripleclouds_lw_MOD_solver_tripleclouds_lw [6]
[42]     0.6    0.01    0.00   10909         __radiation_matrix_MOD_singlemat_x_vec_lw [42]
-----------------------------------------------
                0.00    0.00       1/10          __radiation_gas_MOD_out_of_physical_bounds [46]
                0.00    0.00       2/10          __radiation_cloud_MOD_out_of_physical_bounds [45]
                0.01    0.00       7/10          __radiation_aerosol_MOD_out_of_physical_bounds [44]
[43]     0.6    0.01    0.00      10         __radiation_check_MOD_out_of_bounds_3d [43]
-----------------------------------------------
                0.00    0.01       1/1           MAIN__ [40]
[44]     0.4    0.00    0.01       1         __radiation_aerosol_MOD_out_of_physical_bounds [44]
                0.01    0.00       7/10          __radiation_check_MOD_out_of_bounds_3d [43]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [40]
[45]     0.1    0.00    0.00       1         __radiation_cloud_MOD_out_of_physical_bounds [45]
                0.00    0.00       2/10          __radiation_check_MOD_out_of_bounds_3d [43]
                0.00    0.00       5/19          __radiation_check_MOD_out_of_bounds_2d [143]
-----------------------------------------------
                0.00    0.00       1/1           MAIN__ [40]
[46]     0.1    0.00    0.00       1         __radiation_gas_MOD_out_of_physical_bounds [46]
                0.00    0.00       1/10          __radiation_check_MOD_out_of_bounds_3d [43]
-----------------------------------------------
                0.00    0.00      12/12          rrtm_gas_optical_depth_ [5]
[47]     0.0    0.00    0.00      12         rrtm_taumol14_ [47]
-----------------------------------------------
                0.00    0.00      12/12          rrtm_gas_optical_depth_ [5]
[48]     0.0    0.00    0.00      12         rrtm_taumol16_ [48]
-----------------------------------------------
                0.00    0.00      10/10          srtm_gas_optical_depth_ [9]
[49]     0.0    0.00    0.00      10         srtm_taumol18_ [49]
-----------------------------------------------
                0.00    0.00      10/10          srtm_gas_optical_depth_ [9]
[50]     0.0    0.00    0.00      10         srtm_taumol19_ [50]
-----------------------------------------------
                0.00    0.00      10/10          srtm_gas_optical_depth_ [9]
[51]     0.0    0.00    0.00      10         srtm_taumol22_ [51]
-----------------------------------------------
                0.00    0.00      10/10          srtm_gas_optical_depth_ [9]
[52]     0.0    0.00    0.00      10         srtm_taumol26_ [52]
-----------------------------------------------
                0.00    0.00      10/10          srtm_gas_optical_depth_ [9]
[53]     0.0    0.00    0.00      10         srtm_taumol27_ [53]
-----------------------------------------------
                0.00    0.00      10/10          srtm_gas_optical_depth_ [9]
[54]     0.0    0.00    0.00      10         srtm_taumol28_ [54]
-----------------------------------------------
                0.00    0.00       9/9           srtm_gas_optical_depth_ [9]
[55]     0.0    0.00    0.00       9         srtm_taumol25_ [55]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[56]     0.0    0.00    0.00       1         rrtm_cmbgb10_ [56]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[57]     0.0    0.00    0.00       1         rrtm_cmbgb11_ [57]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[58]     0.0    0.00    0.00       1         rrtm_cmbgb12_ [58]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[59]     0.0    0.00    0.00       1         rrtm_cmbgb13_ [59]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[60]     0.0    0.00    0.00       1         rrtm_cmbgb14_ [60]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[61]     0.0    0.00    0.00       1         rrtm_cmbgb15_ [61]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[62]     0.0    0.00    0.00       1         rrtm_cmbgb16_ [62]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[63]     0.0    0.00    0.00       1         rrtm_cmbgb1_ [63]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[64]     0.0    0.00    0.00       1         rrtm_cmbgb2_ [64]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[65]     0.0    0.00    0.00       1         rrtm_cmbgb3_ [65]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[66]     0.0    0.00    0.00       1         rrtm_cmbgb4_ [66]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[67]     0.0    0.00    0.00       1         rrtm_cmbgb5_ [67]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[68]     0.0    0.00    0.00       1         rrtm_cmbgb6_ [68]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[69]     0.0    0.00    0.00       1         rrtm_cmbgb7_ [69]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[70]     0.0    0.00    0.00       1         rrtm_cmbgb8_ [70]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[71]     0.0    0.00    0.00       1         rrtm_cmbgb9_ [71]
-----------------------------------------------
                0.00    0.00       1/1           __radiation_ifs_rrtm_MOD_setup_gas_optics [204]
[72]     0.0    0.00    0.00       1         rrtm_init_140gp_ [72]
                0.00    0.00       1/1           surrtftr_ [119]
                0.00    0.00       1/1           rrtm_kgb3_ [82]
                0.00    0.00       1/1           rrtm_kgb2_ [81]
                0.00    0.00       1/1           rrtm_kgb1_ [80]
                0.00    0.00       1/1           rrtm_kgb6_ [85]
                0.00    0.00       1/1           rrtm_kgb5_ [84]
                0.00    0.00       1/1           rrtm_kgb4_ [83]
                0.00    0.00       1/1           rrtm_kgb9_ [88]
                0.00    0.00       1/1           rrtm_kgb8_ [87]
                0.00    0.00       1/1           rrtm_kgb7_ [86]
                0.00    0.00       1/1           rrtm_kgb12_ [75]
                0.00    0.00       1/1           rrtm_kgb11_ [74]
                0.00    0.00       1/1           rrtm_kgb10_ [73]
                0.00    0.00       1/1           rrtm_kgb16_ [79]
                0.00    0.00       1/1           rrtm_kgb15_ [78]
                0.00    0.00       1/1           rrtm_kgb14_ [77]
                0.00    0.00       1/1           rrtm_kgb13_ [76]
                0.00    0.00       1/1           rrtm_cmbgb3_ [65]
                0.00    0.00       1/1           rrtm_cmbgb2_ [64]
                0.00    0.00       1/1           rrtm_cmbgb1_ [63]
                0.00    0.00       1/1           rrtm_cmbgb6_ [68]
                0.00    0.00       1/1           rrtm_cmbgb5_ [67]
                0.00    0.00       1/1           rrtm_cmbgb4_ [66]
                0.00    0.00       1/1           rrtm_cmbgb9_ [71]
                0.00    0.00       1/1           rrtm_cmbgb8_ [70]
                0.00    0.00       1/1           rrtm_cmbgb7_ [69]
                0.00    0.00       1/1           rrtm_cmbgb12_ [58]
                0.00    0.00       1/1           rrtm_cmbgb11_ [57]
                0.00    0.00       1/1           rrtm_cmbgb10_ [56]
                0.00    0.00       1/1           rrtm_cmbgb15_ [61]
                0.00    0.00       1/1           rrtm_cmbgb14_ [60]
                0.00    0.00       1/1           rrtm_cmbgb13_ [59]
                0.00    0.00       1/1           rrtm_cmbgb16_ [62]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[73]     0.0    0.00    0.00       1         rrtm_kgb10_ [73]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[74]     0.0    0.00    0.00       1         rrtm_kgb11_ [74]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[75]     0.0    0.00    0.00       1         rrtm_kgb12_ [75]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[76]     0.0    0.00    0.00       1         rrtm_kgb13_ [76]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[77]     0.0    0.00    0.00       1         rrtm_kgb14_ [77]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[78]     0.0    0.00    0.00       1         rrtm_kgb15_ [78]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[79]     0.0    0.00    0.00       1         rrtm_kgb16_ [79]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[80]     0.0    0.00    0.00       1         rrtm_kgb1_ [80]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[81]     0.0    0.00    0.00       1         rrtm_kgb2_ [81]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[82]     0.0    0.00    0.00       1         rrtm_kgb3_ [82]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[83]     0.0    0.00    0.00       1         rrtm_kgb4_ [83]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[84]     0.0    0.00    0.00       1         rrtm_kgb5_ [84]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[85]     0.0    0.00    0.00       1         rrtm_kgb6_ [85]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[86]     0.0    0.00    0.00       1         rrtm_kgb7_ [86]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[87]     0.0    0.00    0.00       1         rrtm_kgb8_ [87]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[88]     0.0    0.00    0.00       1         rrtm_kgb9_ [88]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[89]     0.0    0.00    0.00       1         srtm_cmbgb16_ [89]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[90]     0.0    0.00    0.00       1         srtm_cmbgb17_ [90]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[91]     0.0    0.00    0.00       1         srtm_cmbgb18_ [91]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[92]     0.0    0.00    0.00       1         srtm_cmbgb19_ [92]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[93]     0.0    0.00    0.00       1         srtm_cmbgb20_ [93]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[94]     0.0    0.00    0.00       1         srtm_cmbgb21_ [94]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[95]     0.0    0.00    0.00       1         srtm_cmbgb22_ [95]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[96]     0.0    0.00    0.00       1         srtm_cmbgb23_ [96]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[97]     0.0    0.00    0.00       1         srtm_cmbgb24_ [97]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[98]     0.0    0.00    0.00       1         srtm_cmbgb25_ [98]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[99]     0.0    0.00    0.00       1         srtm_cmbgb26_ [99]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[100]    0.0    0.00    0.00       1         srtm_cmbgb27_ [100]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[101]    0.0    0.00    0.00       1         srtm_cmbgb28_ [101]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[102]    0.0    0.00    0.00       1         srtm_cmbgb29_ [102]
-----------------------------------------------
                0.00    0.00       1/1           __radiation_ifs_rrtm_MOD_setup_gas_optics [204]
[103]    0.0    0.00    0.00       1         srtm_init_ [103]
                0.00    0.00       1/1           srtm_kgb16_ [104]
                0.00    0.00       1/1           susrtm_ [122]
                0.00    0.00       1/1           srtm_kgb19_ [107]
                0.00    0.00       1/1           srtm_kgb18_ [106]
                0.00    0.00       1/1           srtm_kgb17_ [105]
                0.00    0.00       1/1           srtm_kgb22_ [110]
                0.00    0.00       1/1           srtm_kgb21_ [109]
                0.00    0.00       1/1           srtm_kgb20_ [108]
                0.00    0.00       1/1           srtm_kgb26_ [114]
                0.00    0.00       1/1           srtm_kgb25_ [113]
                0.00    0.00       1/1           srtm_kgb24_ [112]
                0.00    0.00       1/1           srtm_kgb23_ [111]
                0.00    0.00       1/1           srtm_kgb29_ [117]
                0.00    0.00       1/1           srtm_kgb28_ [116]
                0.00    0.00       1/1           srtm_kgb27_ [115]
                0.00    0.00       1/1           srtm_cmbgb17_ [90]
                0.00    0.00       1/1           srtm_cmbgb16_ [89]
                0.00    0.00       1/1           srtm_cmbgb20_ [93]
                0.00    0.00       1/1           srtm_cmbgb19_ [92]
                0.00    0.00       1/1           srtm_cmbgb18_ [91]
                0.00    0.00       1/1           srtm_cmbgb24_ [97]
                0.00    0.00       1/1           srtm_cmbgb23_ [96]
                0.00    0.00       1/1           srtm_cmbgb22_ [95]
                0.00    0.00       1/1           srtm_cmbgb21_ [94]
                0.00    0.00       1/1           srtm_cmbgb27_ [100]
                0.00    0.00       1/1           srtm_cmbgb26_ [99]
                0.00    0.00       1/1           srtm_cmbgb25_ [98]
                0.00    0.00       1/1           srtm_cmbgb29_ [102]
                0.00    0.00       1/1           srtm_cmbgb28_ [101]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[104]    0.0    0.00    0.00       1         srtm_kgb16_ [104]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[105]    0.0    0.00    0.00       1         srtm_kgb17_ [105]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[106]    0.0    0.00    0.00       1         srtm_kgb18_ [106]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[107]    0.0    0.00    0.00       1         srtm_kgb19_ [107]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[108]    0.0    0.00    0.00       1         srtm_kgb20_ [108]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[109]    0.0    0.00    0.00       1         srtm_kgb21_ [109]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[110]    0.0    0.00    0.00       1         srtm_kgb22_ [110]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[111]    0.0    0.00    0.00       1         srtm_kgb23_ [111]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[112]    0.0    0.00    0.00       1         srtm_kgb24_ [112]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[113]    0.0    0.00    0.00       1         srtm_kgb25_ [113]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[114]    0.0    0.00    0.00       1         srtm_kgb26_ [114]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[115]    0.0    0.00    0.00       1         srtm_kgb27_ [115]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[116]    0.0    0.00    0.00       1         srtm_kgb28_ [116]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[117]    0.0    0.00    0.00       1         srtm_kgb29_ [117]
-----------------------------------------------
                0.00    0.00       1/1           __radiation_ifs_rrtm_MOD_setup_gas_optics [204]
[118]    0.0    0.00    0.00       1         surrtab_ [118]
-----------------------------------------------
                0.00    0.00       1/1           rrtm_init_140gp_ [72]
[119]    0.0    0.00    0.00       1         surrtftr_ [119]
-----------------------------------------------
                0.00    0.00       1/1           __radiation_ifs_rrtm_MOD_setup_gas_optics [204]
[120]    0.0    0.00    0.00       1         surrtpk_ [120]
-----------------------------------------------
                0.00    0.00       1/1           __radiation_ifs_rrtm_MOD_setup_gas_optics [204]
[121]    0.0    0.00    0.00       1         surrtrf_ [121]
-----------------------------------------------
                0.00    0.00       1/1           srtm_init_ [103]
[122]    0.0    0.00    0.00       1         susrtm_ [122]
-----------------------------------------------
                0.00    0.00  178742/178742      __radiation_cloud_optics_MOD_cloud_optics [24]
[129]    0.0    0.00    0.00  178742         __radiation_cloud_optics_MOD_delta_eddington_scat_od [129]
-----------------------------------------------
                0.00    0.00   46281/46281       __radiation_aerosol_optics_MOD_add_aerosol_optics [8]
[130]    0.0    0.00    0.00   46281         __radiation_aerosol_optics_data_MOD_calc_rh_index [130]
-----------------------------------------------
                0.00    0.00   11255/11255       __radiation_overlap_MOD_calc_overlap_matrices_nocol [134]
[131]    0.0    0.00    0.00   11255         __radiation_overlap_MOD_calc_alpha_overlap_matrix [131]
-----------------------------------------------
                0.00    0.00    3653/3653        __radiation_cloud_optics_MOD_cloud_optics [24]
[132]    0.0    0.00    0.00    3653         __radiation_ice_optics_fu_MOD_calc_ice_optics_fu_sw [132]
-----------------------------------------------
                0.00    0.00    3621/3621        __radiation_cloud_optics_MOD_cloud_optics [24]
[133]    0.0    0.00    0.00    3621         __radiation_ice_optics_fu_MOD_calc_ice_optics_fu_lw [133]
-----------------------------------------------
                0.00    0.00     339/697         __radiation_tripleclouds_lw_MOD_solver_tripleclouds_lw [6]
                0.00    0.00     358/697         __radiation_tripleclouds_sw_MOD_solver_tripleclouds_sw [4]
[134]    0.0    0.00    0.00     697         __radiation_overlap_MOD_calc_overlap_matrices_nocol [134]
                0.00    0.00   11255/11255       __radiation_overlap_MOD_calc_alpha_overlap_matrix [131]
-----------------------------------------------
                0.00    0.00     347/347         __radiation_aerosol_optics_MOD_add_aerosol_optics [8]
[135]    0.0    0.00    0.00     347         __radiation_aerosol_optics_MOD_delta_eddington_extensive_vec [135]
-----------------------------------------------
                0.00    0.00     343/343         __radiation_tripleclouds_lw_MOD_solver_tripleclouds_lw [6]
[136]    0.0    0.00    0.00     343         __radiation_adding_ica_lw_MOD_calc_fluxes_no_scattering_lw [136]
-----------------------------------------------
                0.00    0.00     150/150         __radiation_spectral_definition_MOD_calc_mapping_from_bands [174]
[137]    0.0    0.00    0.00     150         __radiation_spectral_definition_MOD_calc_planck_function_wavenumber [137]
-----------------------------------------------
                0.00    0.00       1/72          __easy_netcdf_MOD_get_real_scalar [178]
                0.00    0.00       2/72          __easy_netcdf_MOD_put_real_vector [171]
                0.00    0.00       8/72          __easy_netcdf_MOD_get_rank [147]
                0.00    0.00       8/72          __easy_netcdf_MOD_get_real_vector [160]
                0.00    0.00      11/72          __easy_netcdf_MOD_put_real_matrix [156]
                0.00    0.00      11/72          __easy_netcdf_MOD_get_real_array3 [155]
                0.00    0.00      31/72          __easy_netcdf_MOD_get_real_matrix [140]
[138]    0.0    0.00    0.00      72         __easy_netcdf_MOD_get_array_dimensions [138]
-----------------------------------------------
                0.00    0.00       1/64          __easy_netcdf_MOD_get_real_scalar [178]
                0.00    0.00       2/64          __easy_netcdf_MOD_put_real_vector [171]
                0.00    0.00       8/64          __easy_netcdf_MOD_get_real_vector [160]
                0.00    0.00      11/64          __easy_netcdf_MOD_put_real_matrix [156]
                0.00    0.00      11/64          __easy_netcdf_MOD_get_real_array3 [155]
                0.00    0.00      31/64          __easy_netcdf_MOD_get_real_matrix [140]
[139]    0.0    0.00    0.00      64         __easy_netcdf_MOD_get_variable_id [139]
-----------------------------------------------
                0.00    0.00       4/31          __radiation_cloud_optics_data_MOD_setup_cloud_optics [191]
                0.00    0.00      10/31          __radiation_aerosol_optics_data_MOD_setup_aerosol_optics [188]
                0.00    0.00      17/31          __ecrad_driver_read_input_MOD_read_input [183]
[140]    0.0    0.00    0.00      31         __easy_netcdf_MOD_get_real_matrix [140]
                0.00    0.00      31/64          __easy_netcdf_MOD_get_variable_id [139]
                0.00    0.00      31/72          __easy_netcdf_MOD_get_array_dimensions [138]
-----------------------------------------------
                0.00    0.00      12/24          __radiation_tripleclouds_sw_MOD_solver_tripleclouds_sw [4]
                0.00    0.00      12/24          __radiation_tripleclouds_lw_MOD_solver_tripleclouds_lw [6]
[141]    0.0    0.00    0.00      24         __radiation_regions_MOD_calc_region_properties [141]
-----------------------------------------------
                0.00    0.00      23/23          __radiation_config_MOD_print_config [195]
[142]    0.0    0.00    0.00      23         __radiation_config_MOD_print_logical [142]
-----------------------------------------------
                0.00    0.00       3/19          __radiation_thermodynamics_MOD_out_of_physical_bounds [211]
                0.00    0.00       3/19          __radiation_single_level_MOD_out_of_physical_bounds [209]
                0.00    0.00       5/19          __radiation_cloud_MOD_out_of_physical_bounds [45]
                0.00    0.00       8/19          __radiation_flux_MOD_out_of_physical_bounds [198]
[143]    0.0    0.00    0.00      19         __radiation_check_MOD_out_of_bounds_2d [143]
-----------------------------------------------
                0.00    0.00       2/14          __radiation_aerosol_optics_data_MOD_setup_aerosol_optics [188]
                0.00    0.00       2/14          __radiation_cloud_optics_data_MOD_setup_cloud_optics [191]
                0.00    0.00      10/14          __ecrad_driver_read_input_MOD_read_input [183]
[144]    0.0    0.00    0.00      14         __easy_netcdf_MOD_exists [144]
-----------------------------------------------
                0.00    0.00      13/13          __radiation_save_MOD_save_fluxes [207]
[145]    0.0    0.00    0.00      13         __easy_netcdf_MOD_define_variable [145]
-----------------------------------------------
                0.00    0.00       2/13          __easy_netcdf_MOD_put_real_vector [171]
                0.00    0.00      11/13          __easy_netcdf_MOD_put_real_matrix [156]
[146]    0.0    0.00    0.00      13         __easy_netcdf_MOD_end_define_mode [146]
-----------------------------------------------
                0.00    0.00      12/12          __ecrad_driver_read_input_MOD_read_input [183]
[147]    0.0    0.00    0.00      12         __easy_netcdf_MOD_get_rank [147]
                0.00    0.00       8/72          __easy_netcdf_MOD_get_array_dimensions [138]
-----------------------------------------------
                0.00    0.00      12/12          __radiation_interface_MOD_radiation [2]
[148]    0.0    0.00    0.00      12         __radiation_cloud_MOD_crop_cloud_fraction [148]
-----------------------------------------------
                0.00    0.00      12/12          __radiation_interface_MOD_radiation [2]
[149]    0.0    0.00    0.00      12         __radiation_flux_MOD_calc_surface_spectral [149]
-----------------------------------------------
                0.00    0.00      12/12          __radiation_interface_MOD_radiation [2]
[150]    0.0    0.00    0.00      12         __radiation_flux_MOD_calc_toa_spectral [150]
-----------------------------------------------
                                  96             __radiation_gas_MOD_assert_units_gas [151]
                0.00    0.00      12/12          __radiation_ifs_rrtm_MOD_gas_optics [3]
[151]    0.0    0.00    0.00      12+96      __radiation_gas_MOD_assert_units_gas [151]
                                  96             __radiation_gas_MOD_assert_units_gas [151]
-----------------------------------------------
                0.00    0.00      12/12          __ecrad_driver_read_input_MOD_read_input [183]
[152]    0.0    0.00    0.00      12         __radiation_gas_MOD_scale_gas [152]
-----------------------------------------------
                0.00    0.00      12/12          __radiation_ifs_rrtm_MOD_gas_optics [3]
[153]    0.0    0.00    0.00      12         __radiation_ifs_rrtm_MOD_planck_function_surf [153]
-----------------------------------------------
                0.00    0.00      12/12          __radiation_interface_MOD_radiation [2]
[154]    0.0    0.00    0.00      12         __radiation_single_level_MOD_get_albedos [154]
-----------------------------------------------
                0.00    0.00       1/11          __ecrad_driver_read_input_MOD_read_input [183]
                0.00    0.00      10/11          __radiation_aerosol_optics_data_MOD_setup_aerosol_optics [188]
[155]    0.0    0.00    0.00      11         __easy_netcdf_MOD_get_real_array3 [155]
                0.00    0.00      11/64          __easy_netcdf_MOD_get_variable_id [139]
                0.00    0.00      11/72          __easy_netcdf_MOD_get_array_dimensions [138]
-----------------------------------------------
                0.00    0.00      11/11          __radiation_save_MOD_save_fluxes [207]
[156]    0.0    0.00    0.00      11         __easy_netcdf_MOD_put_real_matrix [156]
                0.00    0.00      11/13          __easy_netcdf_MOD_end_define_mode [146]
                0.00    0.00      11/64          __easy_netcdf_MOD_get_variable_id [139]
                0.00    0.00      11/72          __easy_netcdf_MOD_get_array_dimensions [138]
-----------------------------------------------
                0.00    0.00      11/11          __radiation_aerosol_optics_data_MOD_print_description [186]
[157]    0.0    0.00    0.00      11         __radiation_aerosol_optics_data_MOD_get_line [157]
-----------------------------------------------
                0.00    0.00      11/11          __radiation_aerosol_optics_MOD_add_aerosol_optics [8]
[158]    0.0    0.00    0.00      11         __radiation_gas_MOD_get_gas [158]
-----------------------------------------------
                0.00    0.00      10/10          __radiation_config_MOD_read_config_from_namelist [196]
[159]    0.0    0.00    0.00      10         __radiation_config_MOD_get_enum_code [159]
-----------------------------------------------
                0.00    0.00       2/8           __ecrad_driver_read_input_MOD_read_input [183]
                0.00    0.00       6/8           __radiation_aerosol_optics_data_MOD_setup_aerosol_optics [188]
[160]    0.0    0.00    0.00       8         __easy_netcdf_MOD_get_real_vector [160]
                0.00    0.00       8/64          __easy_netcdf_MOD_get_variable_id [139]
                0.00    0.00       8/72          __easy_netcdf_MOD_get_array_dimensions [138]
-----------------------------------------------
                0.00    0.00       8/8           __radiation_config_MOD_print_config [195]
[161]    0.0    0.00    0.00       8         __radiation_config_MOD_print_enum [161]
-----------------------------------------------
                0.00    0.00       7/7           __ecrad_driver_read_input_MOD_read_input [183]
[162]    0.0    0.00    0.00       7         __radiation_gas_MOD_put_gas [162]
-----------------------------------------------
                0.00    0.00       6/6           __radiation_aerosol_optics_data_MOD_set_types [187]
[163]    0.0    0.00    0.00       6         __radiation_aerosol_optics_data_MOD_set_hydrophobic_type [163]
-----------------------------------------------
                0.00    0.00       1/5           MAIN__ [40]
                0.00    0.00       1/5           __radiation_save_MOD_save_fluxes [207]
                0.00    0.00       1/5           __radiation_aerosol_optics_data_MOD_setup_aerosol_optics [188]
                0.00    0.00       2/5           __radiation_cloud_optics_data_MOD_setup_cloud_optics [191]
[164]    0.0    0.00    0.00       5         __easy_netcdf_MOD_close_netcdf_file [164]
-----------------------------------------------
                0.00    0.00       5/5           __radiation_aerosol_optics_data_MOD_set_types [187]
