Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.14    0.00      12/12          __radiation_interface_MOD_radiation [2]
[8]      9.3    0.14    0.00      12         __radiation_aerosol_optics_MOD_add_aerosol_optics [8]
                0.00    0.00   48602/48602       __radiation_aerosol_optics_data_MOD_calc_rh_index [130]
                0.00    0.00     358/358         __radiation_aerosol_optics_MOD_delta_eddington_extensive_vec [136]
                0.00    0.00      12/12          __radiation_gas_MOD_get_gas [152]
-----------------------------------------------
                0.06    0.00      12/12          rrtm_gas_optical_depth_ [5]
[9]      4.0    0.06    0.00      12         rrtm_taumol9_ [9]
-----------------------------------------------
                0.01    0.05      12/12          __radiation_ifs_rrtm_MOD_gas_optics [3]
[10]     4.0    0.01    0.05      12         srtm_gas_optical_depth_ [10]
                0.02    0.00      10/10          srtm_taumol22_ [20]
                0.01    0.00      10/10          srtm_taumol18_ [28]
                0.01    0.00      10/10          srtm_taumol20_ [29]
                0.01    0.00      10/10          srtm_taumol25_ [30]
                0.00    0.00      10/10          srtm_taumol16_ [47]
                0.00    0.00      10/10          srtm_taumol17_ [48]
                0.00    0.00      10/10          srtm_taumol19_ [49]
                0.00    0.00      10/10          srtm_taumol21_ [50]
                0.00    0.00      10/10          srtm_taumol23_ [51]
                0.00    0.00      10/10          srtm_taumol24_ [52]
                0.00    0.00      10/10          srtm_taumol26_ [53]
                0.00    0.00      10/10          srtm_taumol27_ [54]
                0.00    0.00      10/10          srtm_taumol28_ [55]
                0.00    0.00      10/10          srtm_taumol29_ [56]
-----------------------------------------------
                0.06    0.00     360/360         __radiation_tripleclouds_lw_MOD_solver_tripleclouds_lw [6]
[11]     4.0    0.06    0.00     360         __radiation_two_stream_MOD_calc_no_scattering_transmittance_lw [11]
-----------------------------------------------
                0.04    0.00    5254/5254        __radiation_tripleclouds_lw_MOD_solver_tripleclouds_lw [6]
[12]     2.7    0.04    0.00    5254         __radiation_two_stream_MOD_calc_ref_trans_lw [12]
-----------------------------------------------
                0.03    0.00      12/12          rrtm_gas_optical_depth_ [5]
[13]     2.0    0.03    0.00      12         rrtm_taumol12_ [13]
-----------------------------------------------
                0.03    0.00      12/12          rrtm_gas_optical_depth_ [5]
[14]     2.0    0.03    0.00      12         rrtm_taumol3_ [14]
-----------------------------------------------
                0.03    0.00      12/12          rrtm_gas_optical_depth_ [5]
[15]     2.0    0.03    0.00      12         rrtm_taumol5_ [15]
-----------------------------------------------
                0.03    0.00     360/360         __radiation_tripleclouds_lw_MOD_solver_tripleclouds_lw [6]
[16]     2.0    0.03    0.00     360         __radiation_adding_ica_lw_MOD_calc_fluxes_no_scattering_lw [16]
-----------------------------------------------
                0.03    0.00      12/12          __radiation_ifs_rrtm_MOD_gas_optics [3]
[17]     2.0    0.03    0.00      12         __radiation_ifs_rrtm_MOD_planck_function_atmos [17]
-----------------------------------------------
                0.02    0.00      12/12          rrtm_gas_optical_depth_ [5]
[18]     1.3    0.02    0.00      12         rrtm_taumol1_ [18]
-----------------------------------------------
                0.02    0.00      12/12          rrtm_gas_optical_depth_ [5]
[19]     1.3    0.02    0.00      12         rrtm_taumol7_ [19]
-----------------------------------------------
                0.02    0.00      10/10          srtm_gas_optical_depth_ [10]
[20]     1.3    0.02    0.00      10         srtm_taumol22_ [20]
-----------------------------------------------
                0.02    0.00   11363/11363       __radiation_tripleclouds_lw_MOD_solver_tripleclouds_lw [6]
[21]     1.3    0.02    0.00   11363         __radiation_matrix_MOD_singlemat_x_vec_lw [21]
-----------------------------------------------
                0.02    0.00   10032/10032       __radiation_tripleclouds_sw_MOD_solver_tripleclouds_sw [4]
[22]     1.3    0.02    0.00   10032         __radiation_matrix_MOD_singlemat_x_vec_sw [22]
-----------------------------------------------
                0.01    0.00      12/12          __radiation_ifs_rrtm_MOD_gas_optics [3]
[23]     0.7    0.01    0.00      12         rrtm_prepare_gases_ [23]
-----------------------------------------------
                0.01    0.00      12/12          __radiation_ifs_rrtm_MOD_gas_optics [3]
[24]     0.7    0.01    0.00      12         rrtm_setcoef_140gp_ [24]
-----------------------------------------------
                0.01    0.00      12/12          rrtm_gas_optical_depth_ [5]
[25]     0.7    0.01    0.00      12         rrtm_taumol15_ [25]
-----------------------------------------------
                0.01    0.00      12/12          rrtm_gas_optical_depth_ [5]
[26]     0.7    0.01    0.00      12         rrtm_taumol8_ [26]
-----------------------------------------------
                0.01    0.00      11/11          rrtm_gas_optical_depth_ [5]
[27]     0.7    0.01    0.00      11         rrtm_taumol10_ [27]
-----------------------------------------------
                0.01    0.00      10/10          srtm_gas_optical_depth_ [10]
[28]     0.7    0.01    0.00      10         srtm_taumol18_ [28]
-----------------------------------------------
                0.01    0.00      10/10          srtm_gas_optical_depth_ [10]
[29]     0.7    0.01    0.00      10         srtm_taumol20_ [29]
-----------------------------------------------
                0.01    0.00      10/10          srtm_gas_optical_depth_ [10]
[30]     0.7    0.01    0.00      10         srtm_taumol25_ [30]
-----------------------------------------------
                0.00    0.01       1/1           main [34]
[31]     0.7    0.00    0.01       1         MAIN__ [31]
                0.00    0.01       1/1           __radiation_interface_MOD_setup_radiation [37]
                0.00    0.00       1/1           __radiation_config_MOD_read_config_from_namelist [199]
                0.00    0.00       1/1           __ecrad_driver_config_MOD_read_config_from_namelist [183]
                0.00    0.00       1/4           __easy_netcdf_MOD_open_netcdf_file [167]
                0.00    0.00       1/4           __easy_netcdf_MOD_transpose_matrices [168]
                0.00    0.00       1/1           __ecrad_driver_read_input_MOD_read_input [184]
                0.00    0.00       1/5           __easy_netcdf_MOD_close_netcdf_file [165]
                0.00    0.00       1/1           __radiation_config_MOD_print_config [198]
                0.00    0.00       1/1           __radiation_flux_MOD_allocate_flux_type [200]
